"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011","EU28","EU",99.499075000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011","UK","United Kingdom",99.410859590,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-01","EU_EEA31","EU/EEA",99.443922000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-01","EU28","EU",99.439444000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-01","UK","United Kingdom",99.470134870,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-02","EU_EEA31","EU/EEA",99.497445000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-02","EU28","EU",99.493628000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-02","UK","United Kingdom",99.151066600,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-03","EU_EEA31","EU/EEA",99.585829000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-03","EU28","EU",99.581558000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-03","UK","United Kingdom",99.141455430,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-04","EU_EEA31","EU/EEA",99.478707000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-04","EU28","EU",99.471931000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-04","UK","United Kingdom",99.034575660,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-05","EU_EEA31","EU/EEA",99.740456000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-05","EU28","EU",99.737532000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-05","UK","United Kingdom",99.582753820,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-06","EU_EEA31","EU/EEA",99.558303000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-06","EU28","EU",99.551399000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-06","UK","United Kingdom",99.331875600,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-07","EU_EEA31","EU/EEA",99.604654000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-07","EU28","EU",99.595928000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-07","UK","United Kingdom",99.492724600,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-08","EU_EEA31","EU/EEA",99.433710000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-08","EU28","EU",99.422074000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-08","UK","United Kingdom",99.427083330,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-09","EU_EEA31","EU/EEA",99.454875000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-09","EU28","EU",99.447897000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-09","UK","United Kingdom",99.595424100,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-10","EU_EEA31","EU/EEA",99.585857000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-10","EU28","EU",99.580668000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-10","UK","United Kingdom",99.460674150,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-11","EU_EEA31","EU/EEA",99.625105000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-11","EU28","EU",99.621188000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-11","UK","United Kingdom",99.430051810,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-12","EU_EEA31","EU/EEA",99.405784000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-12","EU28","EU",99.400072000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2011-12","UK","United Kingdom",99.625550660,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012","EU_EEA31","EU/EEA",99.689819000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012","EU28","EU",99.685487000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012","UK","United Kingdom",99.455172410,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-01","EU_EEA31","EU/EEA",99.591157000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-01","EU28","EU",99.587152000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-01","UK","United Kingdom",98.951828720,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-02","EU_EEA31","EU/EEA",99.719002000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-02","EU28","EU",99.716135000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-02","UK","United Kingdom",99.457994570,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-03","EU_EEA31","EU/EEA",99.739501000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-03","EU28","EU",99.736905000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-03","UK","United Kingdom",99.607480950,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-04","EU_EEA31","EU/EEA",99.774125000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-04","EU28","EU",99.772173000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-04","UK","United Kingdom",99.651340160,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-05","EU_EEA31","EU/EEA",99.582575000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-05","EU28","EU",99.578765000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-05","UK","United Kingdom",99.162829630,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-06","EU_EEA31","EU/EEA",99.780405000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-06","EU28","EU",99.777815000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-06","UK","United Kingdom",99.555875640,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-07","EU_EEA31","EU/EEA",99.738229000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-07","EU28","EU",99.732220000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-07","UK","United Kingdom",99.515123520,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-08","EU_EEA31","EU/EEA",99.771884000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-08","EU28","EU",99.767365000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-08","UK","United Kingdom",99.385717940,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-09","EU_EEA31","EU/EEA",99.793992000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-09","EU28","EU",99.791191000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-09","UK","United Kingdom",99.596250900,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-10","EU_EEA31","EU/EEA",99.779061000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-10","EU28","EU",99.774670000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-10","UK","United Kingdom",99.595492630,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-11","EU_EEA31","EU/EEA",99.760969000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-11","EU28","EU",99.758329000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-11","UK","United Kingdom",99.565955840,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-12","EU_EEA31","EU/EEA",99.703023000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-12","EU28","EU",99.701141000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2012-12","UK","United Kingdom",99.293386090,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013","EU_EEA31","EU/EEA",99.700598000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013","EU28","EU",99.695868000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013","UK","United Kingdom",99.658039830,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-01","EU_EEA31","EU/EEA",99.836287000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-01","EU28","EU",99.835267000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-01","UK","United Kingdom",99.613433190,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-02","EU_EEA31","EU/EEA",99.697912000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-02","EU28","EU",99.695640000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-02","UK","United Kingdom",99.502369660,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-03","EU_EEA31","EU/EEA",99.485039000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-03","EU28","EU",99.479727000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-03","UK","United Kingdom",99.005964210,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-04","EU_EEA31","EU/EEA",99.820070000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-04","EU28","EU",99.817442000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-04","UK","United Kingdom",99.774209730,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-05","EU_EEA31","EU/EEA",99.760177000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-05","EU28","EU",99.756474000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-05","UK","United Kingdom",99.667957940,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-06","EU_EEA31","EU/EEA",99.760191000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-06","EU28","EU",99.756734000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-06","UK","United Kingdom",99.683631360,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-07","EU_EEA31","EU/EEA",99.781495000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-07","EU28","EU",99.776081000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-07","UK","United Kingdom",99.750283760,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-08","EU_EEA31","EU/EEA",99.809310000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-08","EU28","EU",99.804874000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-08","UK","United Kingdom",99.815894440,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-09","EU_EEA31","EU/EEA",99.791064000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-09","EU28","EU",99.788154000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-09","UK","United Kingdom",99.792894690,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-10","EU_EEA31","EU/EEA",99.668019000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-10","EU28","EU",99.660985000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-10","UK","United Kingdom",99.470178620,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-11","EU_EEA31","EU/EEA",99.807550000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-11","EU28","EU",99.805469000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-11","UK","United Kingdom",99.766400620,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-12","EU_EEA31","EU/EEA",99.754939000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-12","EU28","EU",99.752685000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2013-12","UK","United Kingdom",99.849018620,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2014","EU_EEA31","EU/EEA",99.598495000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2014","EU28","EU",99.593358000,""
"Campylobacteriosis","Confirmed cases - Data quality","Completeness Gender","%","2014","UK","United Kingdom",99.737694100,""
